Results folder created        : D:\Uni Material\Code_Odyssey\Code\DQN\SOS-DQN-POMO-CG\results\2522_2023-05-17_260512_2221_cg
Loading problem data...
Using device: cpu
Loading POMO model from d:\Uni Material\Code_Odyssey\Code\DQN\SOS-DQN-POMO-CG\results\train_20260421_204908_pomo_training\pretrained_pomo\model_epoch_200.pt...
Building initial dummy basis...
Starting Root Node Column Generation...

[Iteration 1] RMP Objective: 260000.00
[Iteration 1] POMO generated 116 negative RC columns.
[Iteration 1] Adding Columns:
  - Vehicle: 4w | RC: -168587.85 | Cost: 1412.15 | Route: [0, 5, 3, 20, 14, 19, 21, 11, 2, 8, 18, 26, 13, 12, 9, 22, 7, 1, 0]
  - Vehicle: 4w | RC: -633.53 | Cost: 1505.30 | Route: [0, 12, 26, 7, 8, 11, 2, 3, 14, 10, 5, 19, 22, 0]
  - Vehicle: 4w | RC: -632.37 | Cost: 1247.29 | Route: [0, 3, 14, 20, 10, 5, 11, 2, 8, 18, 7, 26, 13, 0]
  - Vehicle: 6w | RC: -606.39 | Cost: 2520.23 | Route: [0, 25, 24, 22, 11, 2, 8, 3, 14, 10, 5, 18, 7, 0]
  - Vehicle: 4w | RC: -593.41 | Cost: 1545.42 | Route: [0, 21, 11, 2, 8, 3, 14, 10, 5, 19, 22, 9, 12, 26, 7, 18, 0]
  - Vehicle: 4w | RC: -585.51 | Cost: 1237.00 | Route: [0, 5, 10, 3, 14, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -567.33 | Cost: 1303.19 | Route: [0, 15, 10, 3, 14, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -562.09 | Cost: 1317.57 | Route: [0, 19, 3, 14, 20, 10, 5, 11, 2, 8, 18, 7, 26, 13, 0]
  - Vehicle: 4w | RC: -532.99 | Cost: 1767.57 | Route: [0, 6, 17, 13, 26, 11, 2, 8, 3, 14, 10, 5, 19, 22, 9, 0]
  - Vehicle: 4w | RC: -508.55 | Cost: 1313.96 | Route: [0, 4, 10, 3, 14, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 6w | RC: -477.66 | Cost: 3546.16 | Route: [0, 16, 23, 17, 13, 26, 11, 8, 18, 7, 2, 3, 10, 0]
  - Vehicle: 6w | RC: -475.50 | Cost: 1663.33 | Route: [0, 22, 11, 2, 8, 3, 14, 10, 5, 19, 21, 0]
  - Vehicle: 6w | RC: -473.23 | Cost: 1665.60 | Route: [0, 9, 22, 11, 2, 8, 3, 14, 10, 5, 19, 21, 0]
  - Vehicle: 6w | RC: -463.69 | Cost: 1675.14 | Route: [0, 7, 8, 11, 2, 3, 14, 10, 5, 19, 21, 22, 9, 0]
  - Vehicle: 6w | RC: -451.76 | Cost: 1427.90 | Route: [0, 20, 14, 3, 10, 5, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 6w | RC: -450.07 | Cost: 1688.76 | Route: [0, 1, 18, 8, 11, 2, 3, 14, 10, 5, 19, 22, 9, 12, 26, 0]
  - Vehicle: 6w | RC: -441.30 | Cost: 1381.21 | Route: [0, 10, 3, 14, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 6w | RC: -436.39 | Cost: 1386.12 | Route: [0, 14, 3, 10, 5, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 6w | RC: -431.92 | Cost: 1706.91 | Route: [0, 13, 26, 7, 8, 11, 2, 3, 14, 10, 5, 19, 22, 0]
  - Vehicle: 6w | RC: -419.32 | Cost: 1719.51 | Route: [0, 26, 7, 8, 11, 2, 3, 14, 10, 5, 19, 22, 9, 0]
  - Vehicle: 6w | RC: -414.62 | Cost: 1724.21 | Route: [0, 18, 8, 11, 2, 3, 14, 10, 5, 19, 21, 22, 9, 12, 26, 7, 0]
  - Vehicle: 6w | RC: -399.49 | Cost: 1480.17 | Route: [0, 3, 14, 20, 10, 5, 11, 2, 8, 18, 7, 26, 13, 0]
  - Vehicle: 6w | RC: -372.27 | Cost: 1766.56 | Route: [0, 11, 2, 8, 3, 14, 10, 5, 19, 21, 22, 9, 12, 26, 7, 18, 0]
  - Vehicle: 6w | RC: -367.71 | Cost: 1771.12 | Route: [0, 8, 11, 2, 3, 14, 10, 5, 19, 21, 22, 9, 12, 26, 7, 18, 0]
  - Vehicle: 6w | RC: -355.79 | Cost: 1783.04 | Route: [0, 12, 26, 7, 8, 11, 2, 3, 14, 10, 5, 19, 22, 0]
  - Vehicle: 6w | RC: -355.24 | Cost: 1467.27 | Route: [0, 5, 10, 3, 14, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 6w | RC: -354.54 | Cost: 1784.29 | Route: [0, 2, 11, 8, 3, 14, 10, 5, 19, 21, 22, 9, 12, 26, 7, 18, 0]
  - Vehicle: AUV | RC: -350.12 | Cost: 1421.50 | Route: [0, 25, 24, 12, 7, 8, 10, 0]
  - Vehicle: 6w | RC: -341.70 | Cost: 2630.33 | Route: [0, 24, 25, 17, 13, 26, 11, 2, 8, 3, 14, 10, 5, 19, 0]
  - Vehicle: 6w | RC: -316.36 | Cost: 1563.30 | Route: [0, 19, 3, 14, 20, 10, 5, 11, 2, 8, 18, 7, 26, 13, 0]
  - Vehicle: 6w | RC: -307.58 | Cost: 1831.25 | Route: [0, 21, 11, 2, 8, 3, 14, 10, 5, 19, 22, 9, 12, 26, 7, 18, 0]
  - Vehicle: 6w | RC: -298.61 | Cost: 1571.90 | Route: [0, 15, 10, 3, 14, 11, 2, 8, 18, 7, 26, 13, 0]
  - Vehicle: 6w | RC: -298.48 | Cost: 2002.08 | Route: [0, 17, 13, 26, 7, 8, 11, 2, 3, 14, 10, 5, 19, 22, 9, 0]
  - Vehicle: 6w | RC: -238.31 | Cost: 1584.20 | Route: [0, 4, 10, 3, 14, 11, 2, 8, 18, 7, 26, 13, 0]
  - Vehicle: 6w | RC: -224.53 | Cost: 2076.03 | Route: [0, 6, 17, 13, 26, 7, 8, 11, 2, 3, 14, 10, 5, 19, 22, 0]
  - Vehicle: AUV | RC: -162.44 | Cost: 621.38 | Route: [0, 18, 8, 10, 0]
  - Vehicle: AUV | RC: -159.72 | Cost: 624.11 | Route: [0, 7, 8, 10, 0]
  - Vehicle: 10w | RC: -53.17 | Cost: 1769.33 | Route: [0, 10, 3, 14, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 10w | RC: -50.63 | Cost: 1829.03 | Route: [0, 20, 14, 3, 10, 5, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 10w | RC: -47.03 | Cost: 1775.48 | Route: [0, 14, 3, 10, 5, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 10w | RC: -7.35 | Cost: 2131.48 | Route: [0, 22, 11, 2, 8, 3, 14, 10, 5, 19, 21, 0]
  - Vehicle: 10w | RC: -4.62 | Cost: 2134.21 | Route: [0, 9, 22, 11, 2, 8, 3, 14, 10, 5, 19, 21, 0]

[Iteration 6] RMP Objective: 5565.56
[Iteration 6] POMO generated 23 negative RC columns.
[Iteration 6] Adding Columns:
  - Vehicle: 4w | RC: -741.26 | Cost: 2970.68 | Route: [0, 16, 23, 17, 13, 22, 19, 20, 3, 8, 18, 7, 0]
  - Vehicle: 4w | RC: -489.33 | Cost: 1841.86 | Route: [0, 22, 21, 19, 3, 20, 14, 11, 2, 8, 18, 7, 26, 13, 17, 25, 0]
  - Vehicle: 4w | RC: -365.84 | Cost: 1918.63 | Route: [0, 25, 24, 22, 11, 19, 20, 3, 2, 8, 18, 7, 26, 0]
  - Vehicle: 6w | RC: -217.32 | Cost: 3494.62 | Route: [0, 16, 23, 17, 13, 22, 19, 20, 3, 8, 18, 7, 0]
  - Vehicle: 4w | RC: -215.00 | Cost: 1817.07 | Route: [0, 24, 25, 17, 13, 26, 7, 8, 19, 11, 22, 21, 0]
  - Vehicle: 4w | RC: -214.88 | Cost: 2773.21 | Route: [0, 23, 25, 17, 13, 26, 7, 18, 8, 19, 20, 3, 22, 0]
  - Vehicle: 6w | RC: -166.05 | Cost: 2165.14 | Route: [0, 12, 22, 21, 19, 3, 20, 14, 11, 2, 8, 18, 26, 13, 17, 25, 0]
  - Vehicle: 6w | RC: -152.69 | Cost: 2178.50 | Route: [0, 22, 21, 19, 3, 20, 14, 11, 2, 8, 18, 7, 26, 13, 17, 25, 0]
  - Vehicle: 4w | RC: -106.64 | Cost: 1169.67 | Route: [0, 12, 22, 21, 19, 20, 3, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -86.93 | Cost: 1189.38 | Route: [0, 9, 22, 21, 19, 20, 3, 2, 8, 18, 7, 26, 13, 0]
  - Vehicle: 4w | RC: -64.83 | Cost: 1486.26 | Route: [0, 11, 19, 20, 3, 2, 8, 18, 26, 22, 9, 12, 13, 17, 0]
  - Vehicle: 4w | RC: -59.23 | Cost: 1333.21 | Route: [0, 14, 20, 3, 19, 11, 22, 9, 12, 26, 13, 7, 18, 8, 2, 0]
  - Vehicle: AUV | RC: -54.51 | Cost: 933.28 | Route: [0, 25, 24, 12, 0]
  - Vehicle: 4w | RC: -53.22 | Cost: 716.94 | Route: [0, 1, 18, 8, 2, 19, 11, 22, 12, 26, 0]
  - Vehicle: 4w | RC: -52.99 | Cost: 1020.64 | Route: [0, 15, 4, 18, 8, 19, 11, 22, 9, 12, 26, 13, 0]
  - Vehicle: AUV | RC: -44.56 | Cost: 2331.71 | Route: [0, 16, 25, 24, 12, 7, 18, 8, 0]
  - Vehicle: 6w | RC: -42.86 | Cost: 2810.47 | Route: [0, 24, 25, 17, 13, 26, 7, 8, 19, 11, 22, 21, 20, 10, 0]
  - Vehicle: 4w | RC: -37.81 | Cost: 986.76 | Route: [0, 17, 13, 26, 7, 8, 2, 19, 11, 22, 0]
  - Vehicle: 4w | RC: -36.79 | Cost: 1534.01 | Route: [0, 21, 11, 19, 20, 3, 2, 8, 18, 26, 22, 12, 13, 17, 0]
  - Vehicle: 4w | RC: -35.58 | Cost: 1687.59 | Route: [0, 10, 20, 3, 19, 11, 22, 9, 12, 26, 13, 7, 18, 8, 2, 21, 0]
  - Vehicle: 6w | RC: -18.31 | Cost: 2266.16 | Route: [0, 25, 24, 22, 11, 19, 20, 3, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -14.94 | Cost: 755.22 | Route: [0, 18, 8, 2, 19, 11, 22, 9, 12, 26, 7, 0]
  - Vehicle: 4w | RC: -5.78 | Cost: 1290.90 | Route: [0, 19, 20, 3, 11, 22, 9, 12, 26, 7, 18, 8, 2, 0]

[Iteration 7] RMP Objective: 5458.95
[Iteration 7] POMO generated 27 negative RC columns.
[Iteration 7] Adding Columns:
  - Vehicle: 4w | RC: -752.88 | Cost: 2119.58 | Route: [0, 25, 24, 22, 21, 11, 19, 14, 20, 5, 15, 4, 18, 0]
  - Vehicle: 4w | RC: -568.80 | Cost: 1675.19 | Route: [0, 10, 20, 14, 19, 21, 11, 22, 9, 12, 26, 7, 18, 15, 4, 1, 0]
  - Vehicle: 4w | RC: -447.93 | Cost: 1441.38 | Route: [0, 3, 14, 20, 19, 21, 11, 22, 9, 12, 26, 7, 18, 15, 4, 0]
  - Vehicle: 4w | RC: -443.70 | Cost: 2105.39 | Route: [0, 4, 15, 18, 8, 11, 21, 19, 14, 20, 5, 2, 22, 24, 0]
  - Vehicle: 4w | RC: -435.01 | Cost: 2090.57 | Route: [0, 15, 18, 8, 11, 21, 19, 14, 20, 5, 2, 22, 24, 0]
  - Vehicle: 4w | RC: -433.90 | Cost: 1513.83 | Route: [0, 5, 20, 14, 19, 21, 11, 22, 9, 12, 26, 7, 18, 15, 4, 1, 0]
  - Vehicle: 6w | RC: -370.73 | Cost: 2501.73 | Route: [0, 25, 24, 22, 21, 11, 19, 14, 20, 5, 15, 4, 18, 0]
  - Vehicle: 6w | RC: -260.18 | Cost: 1983.81 | Route: [0, 10, 20, 14, 19, 21, 11, 22, 9, 12, 26, 7, 18, 15, 4, 1, 0]
  - Vehicle: 4w | RC: -218.82 | Cost: 1193.33 | Route: [0, 9, 22, 21, 11, 19, 14, 20, 5, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -216.22 | Cost: 1195.93 | Route: [0, 12, 22, 21, 11, 19, 14, 20, 5, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -192.71 | Cost: 1219.44 | Route: [0, 22, 21, 11, 19, 14, 20, 5, 8, 2, 18, 7, 26, 0]
  - Vehicle: 6w | RC: -180.41 | Cost: 1708.90 | Route: [0, 3, 14, 20, 19, 21, 11, 22, 9, 12, 26, 7, 18, 15, 4, 0]
  - Vehicle: 6w | RC: -152.33 | Cost: 1795.40 | Route: [0, 5, 20, 14, 19, 21, 11, 22, 9, 12, 26, 7, 18, 15, 4, 1, 0]
  - Vehicle: AUV | RC: -98.83 | Cost: 2703.09 | Route: [0, 16, 25, 24, 12, 21, 20, 18, 7, 0]
  - Vehicle: 4w | RC: -82.86 | Cost: 1001.36 | Route: [0, 26, 7, 11, 21, 19, 14, 20, 5, 2, 8, 18, 0]
  - Vehicle: 4w | RC: -65.10 | Cost: 1288.63 | Route: [0, 14, 20, 19, 21, 11, 22, 9, 12, 26, 7, 18, 8, 2, 0]
  - Vehicle: 4w | RC: -65.07 | Cost: 1639.36 | Route: [0, 24, 25, 17, 13, 26, 11, 21, 22, 12, 0]
  - Vehicle: 6w | RC: -63.09 | Cost: 2486.00 | Route: [0, 4, 15, 18, 8, 11, 21, 19, 14, 20, 5, 2, 22, 24, 0]
  - Vehicle: 4w | RC: -62.76 | Cost: 1290.97 | Route: [0, 20, 14, 19, 21, 11, 22, 9, 12, 26, 7, 18, 8, 2, 0]
  - Vehicle: 6w | RC: -57.43 | Cost: 2468.15 | Route: [0, 15, 18, 8, 11, 21, 19, 14, 20, 5, 2, 22, 24, 0]
  - Vehicle: 4w | RC: -47.60 | Cost: 1974.46 | Route: [0, 11, 21, 19, 14, 20, 5, 2, 8, 18, 7, 26, 22, 24, 0]
  - Vehicle: 4w | RC: -37.53 | Cost: 1984.54 | Route: [0, 18, 8, 11, 21, 19, 14, 20, 5, 2, 7, 26, 13, 22, 24, 0]
  - Vehicle: 4w | RC: -35.19 | Cost: 1049.02 | Route: [0, 13, 26, 11, 21, 19, 14, 20, 5, 2, 8, 18, 7, 0]
  - Vehicle: 4w | RC: -32.52 | Cost: 1989.55 | Route: [0, 2, 11, 21, 19, 14, 20, 5, 8, 18, 7, 26, 22, 24, 0]
  - Vehicle: 4w | RC: -29.27 | Cost: 1992.79 | Route: [0, 8, 11, 21, 19, 14, 20, 5, 2, 18, 7, 26, 22, 24, 0]
  - Vehicle: 4w | RC: -17.47 | Cost: 2004.60 | Route: [0, 21, 11, 19, 14, 20, 5, 2, 8, 18, 7, 26, 22, 24, 0]
  - Vehicle: AUV | RC: -1.31 | Cost: 1110.39 | Route: [0, 25, 24, 12, 21, 0]

[Iteration 8] RMP Objective: 5347.90
[Iteration 8] POMO generated 13 negative RC columns.
[Iteration 8] Adding Columns:
  - Vehicle: 4w | RC: -711.35 | Cost: 2554.46 | Route: [0, 23, 25, 24, 22, 21, 19, 2, 8, 18, 7, 1, 0]
  - Vehicle: 4w | RC: -416.44 | Cost: 2808.49 | Route: [0, 16, 23, 4, 1, 2, 21, 19, 18, 7, 13, 0]
  - Vehicle: 6w | RC: -318.28 | Cost: 2940.36 | Route: [0, 23, 25, 24, 22, 21, 19, 2, 8, 18, 1, 0]
  - Vehicle: 4w | RC: -167.63 | Cost: 565.29 | Route: [0, 1, 18, 2, 19, 21, 11, 8, 0]
  - Vehicle: 4w | RC: -132.03 | Cost: 1553.64 | Route: [0, 25, 24, 22, 21, 19, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -60.67 | Cost: 1014.80 | Route: [0, 10, 5, 19, 21, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -58.64 | Cost: 817.35 | Route: [0, 4, 18, 2, 19, 21, 11, 8, 0]
  - Vehicle: 4w | RC: -57.32 | Cost: 818.67 | Route: [0, 15, 4, 18, 2, 19, 21, 11, 8, 0]
  - Vehicle: 6w | RC: -52.20 | Cost: 680.71 | Route: [0, 1, 18, 2, 19, 21, 11, 8, 0]
  - Vehicle: 4w | RC: -46.97 | Cost: 537.13 | Route: [0, 8, 2, 19, 21, 11, 0]
  - Vehicle: 4w | RC: -30.30 | Cost: 560.96 | Route: [0, 18, 2, 19, 21, 11, 8, 7, 0]
  - Vehicle: 4w | RC: -12.28 | Cost: 578.98 | Route: [0, 7, 2, 19, 21, 11, 8, 18, 0]
  - Vehicle: 4w | RC: -4.59 | Cost: 586.68 | Route: [0, 26, 7, 2, 19, 21, 11, 0]

[Iteration 9] RMP Objective: 5332.18
[Iteration 9] POMO generated 8 negative RC columns.
[Iteration 9] Adding Columns:
  - Vehicle: 4w | RC: -491.63 | Cost: 3092.34 | Route: [0, 16, 23, 15, 1, 2, 21, 19, 3, 20, 0]
  - Vehicle: 4w | RC: -336.59 | Cost: 2131.82 | Route: [0, 15, 18, 2, 19, 3, 20, 5, 21, 22, 9, 24, 25, 0]
  - Vehicle: 4w | RC: -156.30 | Cost: 1267.13 | Route: [0, 4, 15, 10, 3, 19, 2, 21, 11, 8, 18, 7, 0]
  - Vehicle: 4w | RC: -89.64 | Cost: 2099.86 | Route: [0, 24, 25, 6, 13, 26, 2, 21, 19, 3, 20, 14, 5, 8, 1, 0]
  - Vehicle: 4w | RC: -48.39 | Cost: 1505.25 | Route: [0, 25, 24, 22, 21, 19, 2, 8, 18, 7, 0]
  - Vehicle: 4w | RC: -19.97 | Cost: 980.06 | Route: [0, 8, 2, 19, 3, 20, 5, 21, 11, 0]
  - Vehicle: 4w | RC: -12.34 | Cost: 1028.49 | Route: [0, 14, 20, 3, 19, 21, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -3.30 | Cost: 1003.89 | Route: [0, 18, 2, 19, 3, 20, 5, 21, 11, 8, 7, 0]

[Iteration 10] RMP Objective: 5320.21
[Iteration 10] POMO generated 6 negative RC columns.
[Iteration 10] Adding Columns:
  - Vehicle: 4w | RC: -249.17 | Cost: 2745.93 | Route: [0, 16, 23, 17, 13, 2, 21, 19, 5, 8, 18, 7, 1, 0]
  - Vehicle: 4w | RC: -147.29 | Cost: 2339.85 | Route: [0, 24, 25, 17, 26, 2, 21, 19, 5, 10, 20, 3, 8, 0]
  - Vehicle: 4w | RC: -115.35 | Cost: 2054.58 | Route: [0, 2, 19, 21, 5, 10, 20, 3, 8, 18, 7, 26, 17, 6, 25, 0]
  - Vehicle: 4w | RC: -65.45 | Cost: 1165.71 | Route: [0, 15, 4, 10, 5, 19, 21, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -25.60 | Cost: 1322.04 | Route: [0, 8, 2, 19, 21, 5, 10, 20, 3, 11, 0]
  - Vehicle: 4w | RC: -6.65 | Cost: 1031.45 | Route: [0, 14, 20, 3, 5, 19, 21, 2, 8, 18, 7, 26, 0]

[Iteration 11] RMP Objective: 5310.05
[Iteration 11] POMO generated 5 negative RC columns.
[Iteration 11] Adding Columns:
  - Vehicle: 4w | RC: -379.07 | Cost: 2895.10 | Route: [0, 16, 23, 17, 13, 2, 21, 19, 3, 20, 14, 8, 0]
  - Vehicle: 4w | RC: -145.86 | Cost: 1203.42 | Route: [0, 10, 3, 20, 14, 21, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -71.68 | Cost: 2101.24 | Route: [0, 24, 25, 17, 26, 2, 21, 19, 3, 20, 14, 5, 8, 18, 1, 0]
  - Vehicle: 4w | RC: -22.87 | Cost: 1436.56 | Route: [0, 25, 24, 22, 21, 2, 8, 18, 7, 0]
  - Vehicle: 4w | RC: -0.39 | Cost: 998.71 | Route: [0, 3, 20, 14, 19, 21, 2, 8, 18, 7, 26, 0]

[Iteration 12] RMP Objective: 5286.25
[Iteration 12] POMO generated 14 negative RC columns.
[Iteration 12] Adding Columns:
  - Vehicle: 4w | RC: -368.00 | Cost: 2265.75 | Route: [0, 25, 24, 9, 22, 21, 2, 8, 11, 19, 5, 10, 20, 0]
  - Vehicle: 4w | RC: -313.69 | Cost: 2813.42 | Route: [0, 16, 23, 4, 18, 2, 11, 22, 9, 13, 7, 26, 0]
  - Vehicle: 4w | RC: -288.81 | Cost: 1451.12 | Route: [0, 1, 18, 2, 11, 21, 19, 5, 10, 20, 22, 9, 12, 26, 7, 0]
  - Vehicle: 4w | RC: -263.50 | Cost: 1703.17 | Route: [0, 4, 18, 2, 11, 21, 19, 5, 10, 20, 22, 9, 12, 26, 7, 0]
  - Vehicle: 4w | RC: -143.21 | Cost: 1589.71 | Route: [0, 8, 2, 11, 21, 19, 5, 10, 20, 3, 22, 9, 12, 26, 7, 18, 0]
  - Vehicle: 4w | RC: -136.04 | Cost: 1448.87 | Route: [0, 15, 4, 10, 5, 2, 11, 21, 22, 9, 12, 26, 7, 18, 8, 0]
  - Vehicle: 4w | RC: -108.31 | Cost: 1599.32 | Route: [0, 5, 10, 20, 19, 2, 11, 21, 22, 9, 12, 26, 7, 18, 8, 0]
  - Vehicle: 4w | RC: -44.68 | Cost: 1688.25 | Route: [0, 18, 2, 11, 21, 19, 5, 10, 20, 3, 8, 7, 26, 13, 22, 9, 0]
  - Vehicle: 4w | RC: -35.63 | Cost: 1697.29 | Route: [0, 22, 9, 12, 26, 7, 2, 8, 11, 21, 19, 5, 10, 20, 3, 18, 0]
  - Vehicle: 4w | RC: -27.91 | Cost: 1297.95 | Route: [0, 10, 5, 2, 11, 21, 22, 9, 12, 26, 7, 18, 8, 0]
  - Vehicle: 4w | RC: -19.65 | Cost: 682.40 | Route: [0, 26, 7, 2, 11, 21, 22, 9, 12, 0]
  - Vehicle: 6w | RC: -18.14 | Cost: 1721.78 | Route: [0, 1, 18, 2, 11, 21, 19, 5, 10, 20, 22, 9, 12, 26, 7, 0]
  - Vehicle: 4w | RC: -17.24 | Cost: 684.81 | Route: [0, 12, 9, 22, 21, 11, 2, 8, 18, 7, 0]
  - Vehicle: 4w | RC: -5.45 | Cost: 1727.47 | Route: [0, 7, 2, 11, 21, 19, 5, 10, 20, 3, 8, 18, 26, 13, 22, 9, 0]

[Iteration 13] RMP Objective: 5263.90
[Iteration 13] POMO generated 19 negative RC columns.
[Iteration 13] Adding Columns:
  - Vehicle: 4w | RC: -830.85 | Cost: 3335.42 | Route: [0, 10, 3, 5, 21, 22, 9, 24, 25, 23, 16, 0]
  - Vehicle: 4w | RC: -528.10 | Cost: 2030.21 | Route: [0, 15, 4, 10, 3, 5, 21, 22, 9, 24, 25, 17, 0]
  - Vehicle: 4w | RC: -481.44 | Cost: 2844.73 | Route: [0, 16, 23, 25, 17, 7, 18, 26, 21, 22, 9, 13, 0]
  - Vehicle: 4w | RC: -374.12 | Cost: 1959.14 | Route: [0, 4, 15, 10, 3, 5, 21, 22, 9, 12, 7, 26, 13, 17, 25, 0]
  - Vehicle: 4w | RC: -311.93 | Cost: 2123.62 | Route: [0, 7, 2, 5, 3, 20, 10, 21, 22, 9, 24, 25, 0]
  - Vehicle: 4w | RC: -278.43 | Cost: 2157.12 | Route: [0, 18, 7, 2, 5, 3, 20, 10, 21, 22, 9, 24, 25, 0]
  - Vehicle: 4w | RC: -264.74 | Cost: 2170.81 | Route: [0, 13, 7, 2, 5, 3, 20, 10, 21, 22, 9, 24, 25, 0]
  - Vehicle: 4w | RC: -256.64 | Cost: 2178.91 | Route: [0, 26, 7, 2, 5, 3, 20, 10, 21, 22, 9, 24, 25, 0]
  - Vehicle: 6w | RC: -242.85 | Cost: 3923.42 | Route: [0, 10, 3, 5, 21, 22, 9, 24, 25, 23, 16, 0]
  - Vehicle: 4w | RC: -212.63 | Cost: 2179.32 | Route: [0, 8, 2, 5, 3, 20, 10, 21, 22, 9, 24, 25, 6, 0]
  - Vehicle: 4w | RC: -202.96 | Cost: 2818.01 | Route: [0, 5, 3, 20, 14, 21, 22, 9, 24, 25, 23, 0]
  - Vehicle: 4w | RC: -180.70 | Cost: 2254.85 | Route: [0, 12, 7, 2, 5, 3, 20, 10, 21, 22, 9, 24, 25, 0]
  - Vehicle: 4w | RC: -173.37 | Cost: 2225.12 | Route: [0, 25, 24, 22, 21, 3, 5, 10, 20, 19, 2, 7, 0]
  - Vehicle: 6w | RC: -161.35 | Cost: 2396.96 | Route: [0, 15, 4, 10, 3, 5, 21, 22, 9, 24, 25, 17, 0]
  - Vehicle: 6w | RC: -158.19 | Cost: 2400.12 | Route: [0, 4, 15, 10, 3, 5, 21, 22, 9, 24, 25, 17, 0]
  - Vehicle: 4w | RC: -148.55 | Cost: 3129.19 | Route: [0, 23, 25, 24, 22, 21, 3, 5, 20, 10, 0]
  - Vehicle: 4w | RC: -66.89 | Cost: 2020.10 | Route: [0, 11, 21, 3, 5, 10, 20, 19, 2, 7, 26, 13, 17, 6, 25, 0]
  - Vehicle: 4w | RC: -45.96 | Cost: 2329.62 | Route: [0, 24, 25, 6, 17, 7, 2, 21, 3, 20, 5, 10, 19, 0]
  - Vehicle: 4w | RC: -31.97 | Cost: 2020.44 | Route: [0, 21, 3, 5, 10, 20, 19, 2, 7, 26, 13, 17, 6, 25, 0]

[Iteration 14] RMP Objective: 5090.92
[Iteration 14] POMO generated 26 negative RC columns.
[Iteration 14] Adding Columns:
  - Vehicle: 4w | RC: -392.46 | Cost: 1264.44 | Route: [0, 1, 8, 2, 19, 3, 20, 14, 5, 11, 7, 18, 15, 4, 0]
  - Vehicle: 4w | RC: -378.14 | Cost: 1942.78 | Route: [0, 8, 2, 19, 3, 20, 14, 5, 11, 22, 24, 25, 6, 17, 0]
  - Vehicle: 4w | RC: -361.02 | Cost: 3016.98 | Route: [0, 16, 23, 6, 17, 7, 8, 2, 19, 20, 3, 15, 0]
  - Vehicle: 4w | RC: -358.01 | Cost: 2194.65 | Route: [0, 24, 25, 6, 17, 7, 8, 2, 19, 3, 20, 14, 5, 15, 0]
  - Vehicle: 4w | RC: -333.34 | Cost: 2541.24 | Route: [0, 23, 25, 6, 17, 7, 8, 2, 19, 20, 14, 3, 5, 11, 0]
  - Vehicle: 4w | RC: -303.35 | Cost: 2123.34 | Route: [0, 15, 8, 2, 19, 3, 20, 14, 5, 11, 22, 24, 25, 0]
  - Vehicle: 4w | RC: -277.99 | Cost: 1536.87 | Route: [0, 9, 22, 11, 2, 8, 19, 3, 20, 14, 5, 15, 1, 7, 0]
  - Vehicle: 4w | RC: -260.48 | Cost: 2166.22 | Route: [0, 25, 24, 22, 11, 2, 8, 19, 3, 20, 14, 5, 15, 0]
  - Vehicle: 4w | RC: -235.38 | Cost: 1579.48 | Route: [0, 22, 11, 2, 8, 19, 3, 20, 14, 5, 15, 1, 7, 18, 0]
  - Vehicle: 4w | RC: -230.71 | Cost: 1960.58 | Route: [0, 2, 8, 19, 3, 20, 14, 5, 11, 22, 24, 25, 6, 0]
  - Vehicle: 4w | RC: -200.52 | Cost: 1885.87 | Route: [0, 7, 8, 2, 19, 3, 20, 14, 5, 11, 22, 24, 25, 0]
  - Vehicle: 4w | RC: -153.33 | Cost: 1933.06 | Route: [0, 13, 7, 8, 2, 19, 3, 20, 14, 5, 11, 22, 24, 25, 0]
  - Vehicle: 4w | RC: -145.24 | Cost: 1941.15 | Route: [0, 26, 7, 8, 2, 19, 3, 20, 14, 5, 11, 22, 24, 25, 0]
  - Vehicle: 4w | RC: -140.38 | Cost: 1882.53 | Route: [0, 18, 8, 2, 19, 3, 20, 14, 5, 11, 22, 24, 25, 0]
  - Vehicle: 6w | RC: -131.96 | Cost: 1406.26 | Route: [0, 3, 20, 14, 19, 2, 8, 7, 18, 1, 15, 4, 0]
